,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,Title_Miss,Title_Mr,Title_Mrs,Title_Others,Sex_male,Embarked_Q,Embarked_S
791,0,1,16.0,0,0,26.0,0,False,True,False,False,True,False,True
792,0,0,21.845637583892618,8,2,69.55,10,True,False,False,False,False,False,True
793,0,2,32.38721804511278,0,0,30.6958,0,False,True,False,False,True,False,False
794,0,0,25.0,0,0,7.8958,0,False,True,False,False,True,False,True
795,0,1,39.0,0,0,13.0,0,False,True,False,False,True,False,True
796,1,2,49.0,0,0,25.9292,0,False,False,False,True,False,False,True
797,1,0,31.0,0,0,8.6833,0,False,False,True,False,False,False,True
798,0,0,30.0,0,0,7.2292,0,False,True,False,False,True,False,False
799,0,0,30.0,1,1,24.15,2,False,False,True,False,False,False,True
800,0,1,34.0,0,0,13.0,0,False,True,False,False,True,False,True
801,1,1,31.0,1,1,26.25,2,False,False,True,False,False,False,True
802,1,2,11.0,1,2,120.0,3,False,False,False,False,True,False,True
803,1,0,0.42,0,1,8.5167,1,False,False,False,False,True,False,False
804,1,0,27.0,0,0,6.975,0,False,True,False,False,True,False,True
805,0,0,31.0,0,0,7.775,0,False,True,False,False,True,False,True
806,0,2,39.0,0,0,0.0,0,False,True,False,False,True,False,True
807,0,0,18.0,0,0,7.775,0,True,False,False,False,False,False,True
808,0,1,39.0,0,0,13.0,0,False,True,False,False,True,False,True
809,1,2,33.0,1,0,53.1,1,False,False,True,False,False,False,True
810,0,0,26.0,0,0,7.8875,0,False,True,False,False,True,False,True
811,0,0,39.0,0,0,24.15,0,False,True,False,False,True,False,True
812,0,1,35.0,0,0,10.5,0,False,True,False,False,True,False,True
813,0,0,6.0,4,2,31.275,6,True,False,False,False,False,False,True
814,0,0,30.5,0,0,8.05,0,False,True,False,False,True,False,True
815,0,2,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
816,0,0,23.0,0,0,7.925,0,True,False,False,False,False,False,True
817,0,1,31.0,1,1,37.0042,2,False,True,False,False,True,False,False
818,0,0,43.0,0,0,6.45,0,False,True,False,False,True,False,True
819,0,0,10.0,3,2,27.9,5,False,False,False,False,True,False,True
820,1,2,52.0,1,1,93.5,2,False,False,True,False,False,False,True
821,1,0,27.0,0,0,8.6625,0,False,True,False,False,True,False,True
822,0,2,38.0,0,0,0.0,0,False,False,False,True,True,False,True
823,1,0,27.0,0,1,12.475,1,False,False,True,False,False,False,True
824,0,0,2.0,4,1,39.6875,5,False,False,False,False,True,False,True
825,0,0,32.38721804511278,0,0,6.95,0,False,True,False,False,True,True,False
826,0,0,32.38721804511278,0,0,56.4958,0,False,True,False,False,True,False,True
827,1,1,1.0,0,2,37.0042,2,False,False,False,False,True,False,False
828,1,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
829,1,2,62.0,0,0,80.0,0,False,False,True,False,False,False,True
830,1,0,15.0,1,0,14.4542,1,False,False,True,False,False,False,False
831,1,1,0.83,1,1,18.75,2,False,False,False,False,True,False,True
832,0,0,32.38721804511278,0,0,7.2292,0,False,True,False,False,True,False,False
833,0,0,23.0,0,0,7.8542,0,False,True,False,False,True,False,True
834,0,0,18.0,0,0,8.3,0,False,True,False,False,True,False,True
835,1,2,39.0,1,1,83.1583,2,True,False,False,False,False,False,False
836,0,0,21.0,0,0,8.6625,0,False,True,False,False,True,False,True
837,0,0,32.38721804511278,0,0,8.05,0,False,True,False,False,True,False,True
838,1,0,32.0,0,0,56.4958,0,False,True,False,False,True,False,True
839,1,2,32.38721804511278,0,0,29.7,0,False,True,False,False,True,False,False
840,0,0,20.0,0,0,7.925,0,False,True,False,False,True,False,True
841,0,1,16.0,0,0,10.5,0,False,True,False,False,True,False,True
842,1,2,30.0,0,0,31.0,0,True,False,False,False,False,False,False
843,0,0,34.5,0,0,6.4375,0,False,True,False,False,True,False,False
844,0,0,17.0,0,0,8.6625,0,False,True,False,False,True,False,True
845,0,0,42.0,0,0,7.55,0,False,True,False,False,True,False,True
846,0,0,32.38721804511278,8,2,69.55,10,False,True,False,False,True,False,True
847,0,0,35.0,0,0,7.8958,0,False,True,False,False,True,False,False
848,0,1,28.0,0,1,33.0,1,False,False,False,True,True,False,True
849,1,2,35.9,1,0,89.1042,1,False,False,True,False,False,False,False
850,0,0,4.0,4,2,31.275,6,False,False,False,False,True,False,True
851,0,0,74.0,0,0,7.775,0,False,True,False,False,True,False,True
852,0,0,9.0,1,1,15.2458,2,True,False,False,False,False,False,False
853,1,2,16.0,0,1,39.4,1,True,False,False,False,False,False,True
854,0,1,44.0,1,0,26.0,1,False,False,True,False,False,False,True
855,1,0,18.0,0,1,9.35,1,False,False,True,False,False,False,True
856,1,2,45.0,1,1,164.8667,2,False,False,True,False,False,False,True
857,1,2,51.0,0,0,26.55,0,False,True,False,False,True,False,True
858,1,0,24.0,0,3,19.2583,3,False,False,True,False,False,False,False
859,0,0,32.38721804511278,0,0,7.2292,0,False,True,False,False,True,False,False
860,0,0,41.0,2,0,14.1083,2,False,True,False,False,True,False,True
861,0,1,21.0,1,0,11.5,1,False,True,False,False,True,False,True
862,1,2,48.0,0,0,25.9292,0,False,False,True,False,False,False,True
863,0,0,21.845637583892618,8,2,69.55,10,True,False,False,False,False,False,True
864,0,1,24.0,0,0,13.0,0,False,True,False,False,True,False,True
865,1,1,42.0,0,0,13.0,0,False,False,True,False,False,False,True
866,1,1,27.0,1,0,13.8583,1,True,False,False,False,False,False,False
867,0,2,31.0,0,0,50.4958,0,False,True,False,False,True,False,True
868,0,0,32.38721804511278,0,0,9.5,0,False,True,False,False,True,False,True
869,1,0,4.0,1,1,11.1333,2,False,False,False,False,True,False,True
870,0,0,26.0,0,0,7.8958,0,False,True,False,False,True,False,True
871,1,2,47.0,1,1,52.5542,2,False,False,True,False,False,False,True
872,0,2,33.0,0,0,5.0,0,False,True,False,False,True,False,True
873,0,0,47.0,0,0,9.0,0,False,True,False,False,True,False,True
874,1,1,28.0,1,0,24.0,1,False,False,True,False,False,False,False
875,1,0,15.0,0,0,7.225,0,True,False,False,False,False,False,False
876,0,0,20.0,0,0,9.8458,0,False,True,False,False,True,False,True
877,0,0,19.0,0,0,7.8958,0,False,True,False,False,True,False,True
878,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
879,1,2,56.0,0,1,83.1583,1,False,False,True,False,False,False,False
880,1,1,25.0,0,1,26.0,1,False,False,True,False,False,False,True
881,0,0,33.0,0,0,7.8958,0,False,True,False,False,True,False,True
882,0,0,22.0,0,0,10.5167,0,True,False,False,False,False,False,True
883,0,1,28.0,0,0,10.5,0,False,True,False,False,True,False,True
884,0,0,25.0,0,0,7.05,0,False,True,False,False,True,False,True
885,0,0,39.0,0,5,29.125,5,False,False,True,False,False,True,False
886,0,1,27.0,0,0,13.0,0,False,False,False,True,True,False,True
887,1,2,19.0,0,0,30.0,0,True,False,False,False,False,False,True
888,0,0,21.845637583892618,1,2,23.45,3,True,False,False,False,False,False,True
889,1,2,26.0,0,0,30.0,0,False,True,False,False,True,False,False
890,0,0,32.0,0,0,7.75,0,False,True,False,False,True,True,False
